Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text
no-rest-just-reps-set-purple-light-blue,No Rest Just Reps Set - Purple & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Purple & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,2XL,ESA-NRJRS-PURPLE-LIGHT-BLUE-2XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-purple-lightblue.png,1,No Rest Just Reps Set - Purple & Light Blue
no-rest-just-reps-set-purple-light-blue,No Rest Just Reps Set - Purple & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Purple & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,3XL,ESA-NRJRS-PURPLE-LIGHT-BLUE-3XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-purple-lightblue.png,1,No Rest Just Reps Set - Purple & Light Blue
no-rest-just-reps-set-purple-light-blue,No Rest Just Reps Set - Purple & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Purple & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,4XL,ESA-NRJRS-PURPLE-LIGHT-BLUE-4XL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-purple-lightblue.png,1,No Rest Just Reps Set - Purple & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth XS,ESA-NRJRS-RED-LIGHT-BLUE-YouthXS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth S,ESA-NRJRS-RED-LIGHT-BLUE-YouthS,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth M,ESA-NRJRS-RED-LIGHT-BLUE-YouthM,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth L,ESA-NRJRS-RED-LIGHT-BLUE-YouthL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,Youth XL,ESA-NRJRS-RED-LIGHT-BLUE-YouthXL,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,S,ESA-NRJRS-RED-LIGHT-BLUE-S,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
no-rest-just-reps-set-red-light-blue,No Rest Just Reps Set - Red & Light Blue,<strong>No Rest. Just Reps.</strong> Cropped Tank and Shorts Set in Red & Light Blue.,Elite Star Athletics,Athletic Wear,"Set, Women's, No Rest Just Reps, ESA",TRUE,Size,M,ESA-NRJRS-RED-LIGHT-BLUE-M,200,shopify,10,deny,manual,39.99,,TRUE,TRUE,,https://elitestarathletics.github.io/images/no-rest-just-reps-red-lightblue.png,1,No Rest Just Reps Set - Red & Light Blue
